episode,character,line
S08E17,JERRY,(jocular) You got any kids?
S08E17,IZZY JR.,"Oh, you think you're better than me? (challenging) Go ahead, pick out anything in the room here. I'll lift it up over my head."
S08E17,JERRY,"(trying to defuse the situation) Look, no-one is lifting anything."
S08E17,IZZY,(pointing) The television.
S08E17,JERRY,(under his breath) Oh no.
S08E17,IZZY JR.,"This one's for you, Pop. It's go time."
S08E17,IZZY JR.,(pained) Ohh! My back!
S08E17,IZZY,(urgent) Call an ambulance.
S08E17,JERRY,(laconic) We're already in a hospital.
S08E17,HAFFLER,"Awright, partner. Let's get down to business."
S08E17,KRAMER,"(nervous) Okay, well, uh, I'll uh, I'll get the Cubans."
S08E17,KRAMER,They're right out here.
S08E17,KRAMER,"Hey, here they are. The Cubans. Real Cubans."
S08E17,HAFFLER,"You wouldn't be trying to sell old Earl Haffler Dominicans in a Cuban wrapper now, would you?"
S08E17,KRAMER,"(fidgety) Oh, now, come on. Look at these boys. If they were any more Cuban, Castro would've smoked them himself. Huh."
S08E17,HAFFLER,"(confusion) We're talking about people, right?"
S08E17,KRAMER,(puzzled) I think so.
S08E17,HAFFLER,I thought he quit smoking cigars.
S08E17,KRAMER,"Well, yeah, yeah. But they also rolled for his brother... (thinks for a second) ...Dennis."
S08E17,HAFFLER,(dubious) Dennis Castro?
S08E17,KRAMER,"Uh, Dwayne."
S08E17,HAFFLER,Get the hell outta my office.
S08E17,KRAMER,(shrill) What!?
S08E17,DANIELLE,"You know, Neil called me today."
S08E17,GEORGE,(interested) Really?
S08E17,DANIELLE,Yeah. He's pretty upset that I broke up with him to go out with you.
S08E17,GEORGE,"(smug) Ah, I guess I showed Neil who's Neil."
S08E17,DANIELLE,He wants to get together tomorrow night and have coffee.
S08E17,GEORGE,(little worried) Coffee? (thinks) I can beat that. Move in with me.
S08E17,DANIELLE,(surprised) What?
S08E17,GEORGE,(smiles) Beats the hell out of coffee.
S08E17,PETERMAN,(emotional) And I thought I knew what love was.
S08E17,ELAINE,(indifferent) Yuh.
S08E17,JERRY,(incredulous) You asked her to move in with you?
S08E17,GEORGE,I gotta stay one step ahead of Neil.
S08E17,JERRY,(musing) What if it's Neil Armstrong?
S08E17,GEORGE,(animated) Then I'm going to Mars!
S08E17,JERRY,What if it's Neil Diamond?
S08E17,GEORGE,"(tormented) Aw, shut up Jerry! Just shut up!"
S08E17,JERRY,"Alright, I gotta go back to the hospital."
S08E17,GEORGE,"What, to see the old guy?"
S08E17,JERRY,"No, I got into a thing with the son, and now he's laid up too."
S08E17,GEORGE,How old's the son?
S08E17,JERRY,I think he's the same age as the father.
S08E17,GEORGE,What is with this family?
S08E17,JERRY,"I dunno. It's like, if one of 'em dies, the other one wants to bench press the casket."
S08E17,KRAMER,"(quietly) Hey, Jerry."
S08E17,KRAMER,(noise - like shivery) Datiditadit.
S08E17,JERRY,You're cold?
S08E17,KRAMER,No. (indicates with his head) (noise again) Ditadidatidat.
S08E17,JERRY,Something wrong with your chest?
S08E17,KRAMER,(indicating with his thumb) Dijadidatjd. There.
S08E17,JERRY,(leaning round Kramer) Where?
S08E17,KRAMER,"(urgent) No, no. Don't look. Don't look."
S08E17,KRAMER,Over there. The Dominicans.
S08E17,JERRY,Aren't they supposed to be rolling cigars?
S08E17,KRAMER,"Well, it didn't quite work out, and now I've got nothing for them to do."
S08E17,GEORGE,So?
S08E17,KRAMER,"So, I taught 'em all about Cuba, and they really took to it. You know, Marxism, the Worker's Revolution, the clothing."
S08E17,JERRY,"Boy, they seem pretty angry about something."
S08E17,KRAMER,"(nervous) Yeah. I'm a little worried. When there's no work, and the people get restless, who do you think they come after? (pointing to himself, shrill) El Presidente!"
S08E17,JERRY,"I swear to you, I didn't know they TV was bolted to the table."
S08E17,IZZY JR.,"I bet you pulled that trick on my daddy, in Florida."
S08E17,JERRY,He couldn't handle the weight.
S08E17,IZZY,"(hostile) Oh, so now you think you're better than me?"
S08E17,IZZY JR.,(indicating Izzy) You think you're better than him?!
S08E17,JERRY,"(placatory) Look, let me just state for the record, I think you're both better than me."
S08E17,IZZY,Okay.
S08E17,IZZY SR.,My boys.
S08E17,IZZY,My dad.
S08E17,IZZY JR.,My grandpa.
S08E17,JERRY,"(incredulous) Oh, come on!"
S08E17,IZZY SR.,(indicating Izzy Jr) What happened to him?
S08E17,JERRY,He was trying to lift the TV.
S08E17,IZZY SR.,(pointing) That TV?
S08E17,JERRY,(consternation) Oh no. (to the bedridden two) It's go time.
S08E17,IZZY IZZY SR.. (O.C.),(pained) Oohh!
S08E17,IZZY SR.,Why didn't anybody tell me? It was bolted down!
S08E17,IZZY,I still thought you could do it.
S08E17,IZZY JR.,Me too.
S08E17,IZZY/IZZY JR/IZZY IZZY SR.,"(chanting and punching the air) Mandelbaum, Mandelbaum, Mandelbaum..."
S08E17,JERRY,"Fellas, fellas, look, I gotta go."
S08E17,IZZY,"Oh yeah, that's right. Go. Put us all in the hospital. And you've ruined our business with all your macho head games."
S08E17,JERRY,(defensive) I didn't ruin your business.
S08E17,IZZY,"Yes, you did. There's nobody there now at the Magic Pan to roll the crepes. We gotta close it up."
S08E17,JERRY,(uncertain) Don't you hire people to do that?
S08E17,IZZY,Each crepe has to be hand-rolled by a Mandelbaum. That's what puts the magic in Magic Pan!
S08E17,JERRY,"(thinking) So, you just need some guys that could roll 'em?"
S08E17,IZZY,Yeah.
S08E17,JERRY,(having an idea) I think I can help you out. I'll see you later.
S08E17,IZZY SR.,"(calls) Hey, I can't see the TV."
S08E17,JERRY,Here.
S08E17,IZZY,"You think you're better than us, don't you?! Huh!?"
S08E17,PETERMAN,"Elaine, I hope you're watching the clothes, because I can't take my eyes off the passion."
S08E17,ELAINE,"(quiet vehemence) Oh. No. I can't do this any more. I can't. It's too long. (to the screen) Quit telling your stupid story, about the stupid desert, and just die already! (louder) Die!!"
S08E17,PETERMAN,(surprised) Elaine. You don't like the movie?
S08E17,ELAINE,(shouts) I hate it!!
S08E17,CROWD,Shh!
S08E17,ELAINE,"(shouts) Oh, go to hell!!"
S08E17,PETERMAN,"(quietly) Well, why didn't you say so in the first place? You're fired."
S08E17,ELAINE,(grabbing her bag and coat) Great. I'll wait for you outside.
S08E17,JERRY,He was gonna fire you?
S08E17,ELAINE,The only way I could talk him out of it was that I agreed to go and visit the Tunisian desert.
S08E17,JERRY,Tunisia?
S08E17,ELAINE,That's where they filmed the movie. It's supposed to inspire me.
S08E17,JERRY,"Well, that doesn't sound so bad."
S08E17,ELAINE,I have to live in a cave.
S08E17,JERRY,(sardonic) Oh. (smiles)
S08E17,KRAMER,These Dominicans really know their way round a crepe. Look at that. It's like they're rolling a double corona.
S08E17,KRAMER,"(to one of the guys) Just a cigar made outta bisquik, huh, Guillermo?"
S08E17,DANIELLE,"I'm very happy with George. I'm sorry Neil, it's over."
S08E17,DANIELLE,"Come on, let's just eat our crepes."
S08E17,CUSTOMER,(pained scream) Aaghh!! My face!
S08E17,DANIELLE,(concerned cry) Neil!
S08E17,JERRY,Why are the crepes spraying?
S08E17,KRAMER,"(looks over at the three guys) The Dominicans are rolling them too tight. (regretful) Uhm, well, that's why you gotta get real Cubans."
S08E17,GEORGE,Danielle. Where's Neil? (indicating the bed) Is this him?
S08E17,DANIELLE,"Yeah, that blueberry crepe burned him pretty badly."
S08E17,GEORGE,(to Danielle) Whose cane is this?
S08E17,DANIELLE,It's Neil's.
S08E17,GEORGE,"(to himself) A cane. I knew it. (to Neil) So, we meet at last. I admire your skills, Mr Peanut."
S08E17,GEORGE,"Well, Danielle, (digs in his pocket) we should get going. I got a key made for you."
S08E17,DANIELLE,"George, I can't move in with you."
S08E17,GEORGE,(shocked) What?
S08E17,DANIELLE,"I'm sorry, but I'm taking Neil to a clinic in England."
S08E17,GEORGE,"(animated) N..no, no. You can't leave me. (frantic) Marry me! I'll burn myself. I'll burn my parents!"
S08E17,DANIELLE,Sorry George.
S08E17,NEIL,(beckoning) George.
S08E17,NEIL,(quiet triumph) I win.
S08E17,TAN,"Ladies and gentlemen. In just one moment, we'll be showing our feature presentation..."
S08E17,ELAINE,"(dread) No, no, no, no, no."
S08E17,TAN,"...the comedy hit, Sack Lunch, starring Dabney Coleman."
S08E17,ELAINE,"(cheering up) Ah, right! Aw, this is shaping up."
S08E17,GUY,"Excuse me, please."
S08E17,ELAINE,"Oh, sure."
S08E17,ELAINE,(uncomfortable) Ooh.
S08E17,GUILLERMO,Ladies and gentlemen. Because we have been exploited by your Magic Pan crepe restaurants...
S08E17,GUILLERMO,...we are hijacking this plane to Cuba!
S08E17,GUILLERMO,Everyone stay in your seats. And shut that movie off!
S08E17,ELAINE,"(annoyed) Aww, nuts!"
S08E18,GEORGE,"Oh, boy I was up to four in the morning watching the Omen trilogy."
S08E18,JERRY,That's good stuff.
S08E18,GEORGE,I can't to myself. I'm exhausted.
S08E18,JERRY,Can you grab a nap at work.
S08E18,GEORGE,Not with that big glass window looking out into the hall. I'd love a good nap. That's the only thing getting me out of bed in the morning. I'll see ya'.
S08E18,ELAINE,Bye.
S08E18,JERRY,So what are you doing now?
S08E18,ELAINE,I'm going to take a little stroll through the park.
S08E18,JERRY,With a gentleman caller?
S08E18,ELAINE,"Yes, his name is Hal."
S08E18,JERRY,The walking date is a good date. You don't have to look right at the other -person.
S08E18,ELAINE,It's the next best thing to being alone.
S08E18,JERRY,Shower?
S08E18,KRAMER,"No, pool. I just swam 200 laps."
S08E18,ELAINE,You are kidding.
S08E18,KRAMER,Look at hose babies [hands]. They're prunes. I saw Conrad going up to oyur place.
S08E18,ELAINE,"Oh, yeah, that's right. Those new kitchen cabinets. How is that coming?"
S08E18,JERRY,A little slow. I've got to hold this guy's hand on every little decision.
S08E18,ELAINE,"Hey, Kramer, listen, you've seen the Omen right?"
S08E18,ELAINE,What exactly was that kid?
S08E18,KRAMER,"Who, Damien? Nothing, just a mischievous, rambunctious kid."
S08E18,WILHELM,"Oh, George, have you seen the American league directory? It is a big green book. Oh, thanks kiddo."
S08E18,HAL,
S08E18,ELAINE,Well I don't care. It was delicious.
S08E18,ELAINE,Wanna sit down?
S08E18,HAL,"Oh, I don't sit on park benches. They're very bad for the back."
S08E18,ELAINE,Really?
S08E18,HAL,I threw my back out about 15 years ago. Ever since I have been very careful. I only buy furniture in the ergonomics store.
S08E18,ELAINE,"Oh those places have the stupidest names. Like, uh, ""Back in "", or ""Good Vertibrations""."
S08E18,HAL,"Not this one. It's called the ""Lumbar Yard""."
S08E18,CONRAD,"Oh, Jerry are you okay with this hinge?"
S08E18,JERRY,Yeah.
S08E18,CONRAD,"I can get you any kind you want, you know. Four holes, three holes, two holes, bronze, no hinge at all."
S08E18,JERRY,"You know, why don't we just go with the one in your hand?"
S08E18,CONRAD,"Oh, these are different."
S08E18,JERRY,Drop one. . . . left!
S08E18,GEORGE,"Jerry, look at my eyes."
S08E18,JERRY,A little less beady today.
S08E18,GEORGE,Because I'm REFRESHED. I finally found a way to sleep in my office. Under the desk. I lie on my back. I tuck in the chair. I'm invisible.
S08E18,JERRY,Sounds like a really cool fort.
S08E18,CONRAD,"Jerry, do you want a flat edge on this molding or do you want me to bevel it?"
S08E18,JERRY,I'll tell you what I would like you to do with it.
S08E18,GEORGE,"Conrad, is it?"
S08E18,CONRAD,"Conrad, Connie, or Con, whatever you prefer."
S08E18,GEORGE,"Uh, let me ask you a question. Could you, uh, expand the space underneath a desk to give it a little more headroom?"
S08E18,JERRY,He's kind of tied up here.
S08E18,GEORGE,"It'll have to be a night job anyway. You don't normally work after dinner, do you?"
S08E18,CONRAD,"There is no normal, whatever jerry wants. He wants me here late, I'm here late, he wants me here early, I'm here early, he . . ."
S08E18,JERRY,Why don't you just work on George's project for a while?
S08E18,CONRAD,Whatever you want.
S08E18,JERRY,So how was Wednesday's walk in the park with Hal.
S08E18,ELAINE,"Uh, it was okay,. He's coming over later to watch a movie. Hey listen, what's better for your back? Couch cushions or a folding chair?"
S08E18,JERRY,I don't know.
S08E18,ELAINE,"Uh, maybe we'll just stand and watch the tv. [knock knock]. I gotta go someone's at my door. Yeah!"
S08E18,DELIVERY GUY,Delivery. Elaine Benes?
S08E18,ELAINE,Yeah.
S08E18,DELIVERY GUY,"We're from the Lumbar Yard, we got your mattress."
S08E18,ELAINE,"Mattress, I didn't order a mattress. Who sent this? Hal Kitzmiller?"
S08E18,GEORGE,"Do you think it might be possible to add a little shelf like, uh, for an alarm clock?"
S08E18,CONRAD,You mean like that big?
S08E18,GEORGE,Like this.
S08E18,CONRAD,"Yeah, I can do that."
S08E18,GEORGE,"Thanks. You know this could sound crazy but, what do you think about adding a drawer for - like a blanket?"
S08E18,CONRAD,Blanket or quilt?
S08E18,GEORGE,Blanket.
S08E18,CONRAD,That thick?
S08E18,GEORGE,Maybe like this.
S08E18,CONRAD,Like that?
S08E18,GEORGE,"Yeah, like that."
S08E18,CONRAD,If that is what you want.
S08E18,GEORGE,That is what I want.
S08E18,CONRAD,"Hey George, you want this cup holder mounted on the left, or the right, or the middle, . . ."
S08E18,GEORGE,Whatever!!. . . . Oh oh oh this is unbelievable. This is better than my bed at home.
S08E18,GEORGE,Its been a long night. You go home and get some sleep.
S08E18,CONRAD,If that's what you want.
S08E18,GEORGE,That's what I want.
S08E18,WILHELM,Morning George.
S08E18,GEORGE,Good morning Mr. Wilhelm.
S08E18,KRAMER,got problems Jerry.
S08E18,JERRY,What happened?
S08E18,KRAMER,Well I had been swimming for three hours and I was in a real grove so I decided to keep going. But at ten they start the aquasonics Thirty-five geriatrics throwing elbows. It was like I was swimming through a flabby armed spanking machine.
S08E18,JERRY,How long did that last?
S08E18,KRAMER,"A half hour then diving class started. Well that got a little messy. I gotta find a new place to swim 'cause that pooll can't hold me, Jerry."
S08E18,JERRY,How was the movie?
S08E18,ELAINE,I cancelled. Hal sent a mattress to my apartment. The nerve of that guy.
S08E18,JERRY,Why?
S08E18,ELAINE,He's got a back problem.
S08E18,JERRY,So you think he was expecting a roll in the supportive hay.
S08E18,ELAINE,After one date!
S08E18,KRAMER,What's that guy's last name again?
S08E18,ELAINE,Kitzmiller.
S08E18,KRAMER,"Oh, that's right."
S08E18,JERRY,So what are you going to do with the mattress?
S08E18,ELAINE,I don't know. Chuck it?
S08E18,KRAMER,"Oh, no no no no I'll take it. Why don't you come over. Let's see if it will fit in my bedroom."
S08E18,ELAINE,"Oh, all right."
S08E18,KRAMER,My old one sprung a leak.
S08E18,ELAINE,You have a water bed?
S08E18,KRAMER,Sand! It's like sleeping on the beach.
S08E18,CONRAD,"Hi, Jerry I'm sorry I'm late. George and I have been up working all night long. I can make up the time in any number of ways."
S08E18,JERRY,How about this? . . . Finish this thing up today!
S08E18,CONRAD,Couple of questions for you.
S08E18,JERRY,No. No more questions. Just figure it out for yourself and get it done.
S08E18,CONRAD,All right Jerry. But I can figure it out myself any way you want.
S08E18,JERRY,Just . . . do it.
S08E18,STEINBRENNER,Costanza? Where's Costanza? . . . Excus mois? Have you seen Costanza?
S08E18,SECRETARY,I've seen him around.
S08E18,STEINBRENNER,"Um, I'm stuck on this song yesterday. I can't seem to get it out of my head. I don't know the name of that. ""She's a heart breaker, love taker . . ..Oh. Oh"" . . .very catchy. You know what? I can't stay awake for that guy. What is this? People? Um, the most beautiful people people. Ally Selica, Nothing wrong with that uh?"
S08E18,HAL,"Elaine, your taking this totally the wrong way. That's not what Ii intended."
S08E18,ELAINE,"Well, what did you intend, Hal?"
S08E18,HAL,I just wanted you to have the comfort and report you deserve. That's why I had the mattress custom designed for you.
S08E18,ELAINE,Custom designed?
S08E18,HAL,"They adjust the foam density and spring tension to your body type. I estimated your height and weight. Five eight, about 110 pounds?"
S08E18,ELAINE,"Uh, that is the nicest thing anyone has ever done for me."
S08E18,HAL,So you do like the mattress?
S08E18,ELAINE,"Oh, I love it. I'm glad . . . I kept it."
S08E18,FATHER,"Over there, that's Brooklyn . That's where Spike Lee lives."
S08E18,SON,"Hey, there's a man swimming in the water."
S08E18,FATHER,"Naw, that's probably just a dead body son. You see when the mob kills someone they through the body in the river."
S08E18,KRAMER,Jer.
S08E18,JERRY,Hi.
S08E18,KRAMER,Well my swimming pool problems are solved. I just found myself miles and miles of open lanes.
S08E18,JERRY,What is that smell?
S08E18,KRAMER,That's East River.
S08E18,JERRY,You're swimming in the East River? The most heavily trafficked overly contaminated waterway on the eastern seaboard?
S08E18,KRAMER,Technically Norfok has more gross tonnage.
S08E18,JERRY,How could you swim in that water?
S08E18,KRAMER,I saw a couple of other guys out there.
S08E18,JERRY,Swimming?
S08E18,KRAMER,"Floating, they weren't moving much. But they were out there."
S08E18,ELAINE,"(on phone) Hey, Kramer, it's Elaine, thanks for bringing my mattress back. And I guess I'll just get my spare key from you - whenever. All right, bye."
S08E18,ELAINE,"Oh, this is a good mattress. Sniff, sniff, Ugh!"
S08E18,STEINBRENNER,"What is with this guy? I've been waiting three and a half hours. Should I go? No way Jack! ??? at the registrar again, I'll tell you that."
S08E18,SeConrad,Mr. Steinbrenner?
S08E18,STEINBRENNER,That's what they call me.
S08E18,SeConrad,Your grandchildren are here to see you.
S08E18,STEINBRENNER,"Oh, well, send them in. Send the little tykes in.  little people .. pony express  wow,"
S08E18,JERRY,(on phone) hello.
S08E18,GEORGE,"Jerry, I'm trapped under my desk. Steinbrenner is in the room. You got to help[ me."
S08E18,JERRY,Who is this?
S08E18,GEORGE,"Jerry, . . ."
S08E18,BRADY,"Hi,"
S08E18,GEORGE,"Sh, sh, goodbye, sh, get away."
S08E18,BRADY,"Hi, I'm Brady."
S08E18,GEORGE,?? get away??
S08E18,JERRY,Why don't you just have him paged?
S08E18,GEORGE,Can't you think of something. Call in a bomb threat.
S08E18,JERRY,A bomb threat? Why would I call in a bomb threat?
S08E18,GEORGE,Just CALL!
S08E18,JERRY,I should have some reason.
S08E18,STEINBRENNER,"Hey you kids know tunes; see if this song rinSTEINBRENNER a bell, ""Heartbreaker , . . . """
S08E18,SeConrad,Mr. Steinbrenner we just received a call. There's a bomb in the building.
S08E18,STEINBRENNER,"A bomb in the building, oh, m'god. Quick, everyone under the desk."
S08E18,STEINBRENNER,Boy can you think of what went through my mind when I saw there wasn't going to be enough room under that desk for me and my babies.
S08E18,GEORGE,I'm sorry sir.
S08E18,STEINBRENNER,You know what I think? I think you knew about that bomb ahead of time.
S08E18,GEORGE,What?
S08E18,STEINBRENNER,"???? about that bomb. You climbed under that desk because you have ESP. George, what's on my mind? . . . Meatballs! Huh? Unbelievable. Anyway this terrorist had a specific demand. Not more cheap adjustable hats on hat day. He wants fitted hats just like the players wear."
S08E18,ELAINE,"Jerry, Jerry."
S08E18,JERRY,Yeah.
S08E18,ELAINE,What the hell is this? Where are you?
S08E18,JERRY,Over here. You can see right through here.
S08E18,ELAINE,What is this. It's like you're selling movie tickets back here.
S08E18,JERRY,It's kind of cozy.
S08E18,ELAINE,"Hey, you're not going to believe what Kramer did to my mattress. . . . I can't talk to you like this. So Kramer completely funked up my mattress."
S08E18,JERRY,Does it smell like the East River?
S08E18,ELAINE,How did you know?
S08E18,JERRY,Because Kramer has been swimming laps between the Queensborough bridge and the Brooklyn bridge.
S08E18,ELAINE,"Oh, GREAT!"
S08E18,KRAMER,"Oh man, I'm on the wrong floor again."
S08E18,ELAINE,"Hey, thanks for ruining my mattress. It reeks."
S08E18,KRAMER,"Hey, you know what I think it is? I think it's that East River. I think it might be polluted."
S08E18,GEORGE,"Well, you really did it to me this time, Seinfeld. . . . What the hell happened here?"
S08E18,ELAINE,Hi.
S08E18,GEORGE,Hi. Look at how obtrusive this is.
S08E18,ELAINE,"It is obtrusive, isn't it?"
S08E18,KRAMER,It is very obtrusive.
S08E18,JERRY,I don't think it's that bad.
S08E18,KRAMER,You can't get a stool in here.
S08E18,JERRY,No the stools go over there.
S08E18,KRAMER,"No, that's no good. I'm leaving."
S08E18,ELAINE,I'm with you. I'm going back to my place.
S08E18,GEORGE,Fitted Hat Day! That's what you asked Steinbrenner for?
S08E18,JERRY,You mean they're actually doing the fitted hats? Cool.
S08E18,GEORGE,Guess who he put in charge of Fitted Hat Day? Me.
S08E18,JERRY,Hey look at you.
S08E18,GEORGE,"Yeah, look at me. Now I GOTTA FIGURE OUT THE HAT SIZES OF 59,000 DIFFERENT PEOPLE!! WHAT IF A PINHEAD SHOWS UP. I GOTTA BE ON TOP OF THAT."
S08E18,JERRY,No knock offs. I want the ones like the real players wear.
S08E18,GEORGE,??? KNOCK OFFS. I NOT GOING TO DO IT! AND YOU'RE GOING TO CALL STEINBRENNER BACK AND CANCEL THE WHOLE THING.
S08E18,JERRY,Could you at least get a hat for me?
S08E18,GEORGE,FINE? WHAT SIZE?
S08E18,JERRY,Seven and five eighths
S08E18,GEORGE,SEVEN AND FIVE EIGHTHS!!
S08E18,JERRY,Why are you shouting?
S08E18,GEORGE,I DON'T KNOW. It's this place. I'm very uncomfortable here.
S08E18,HAL,So are you liking the mattress?
S08E18,ELAINE,"I am totally loving it. Uh, you know  we should um  get going."
S08E18,HAL,What is that smell?
S08E18,ELAINE,What smell?
S08E18,HAL,I think it's the mattress. Did something happen to it.
S08E18,ELAINE,"No no, oh, you know what that is? I um, went claming the other day and I forgot to hose off my boots."
S08E18,HAL,Claming?
S08E18,ELAINE,"Yeah, clam and scallop. I clam and scallop."
S08E18,STEINBRENNER,"Yes, yes, come in."
S08E18,GEORGE,"Sir, I just got a call from the terrorist. I told him to call back here."
S08E18,STEINBRENNER,"Just let me ask you something. Is it ""February"" or "" February""? Because I prefer ""Febuary"" and what is this ""ru""?"
S08E18,GEORGE,Let me put that on speaker phone.
S08E18,STEINBRENNER,Hello are you the bomber?
S08E18,JERRY,Yes this is the terrorist bomber.
S08E18,STEINBRENNER,Costanza here is busting his ass on those hats.
S08E18,JERRY,think I've changed my mind.
S08E18,STEINBRENNER,"You don't want them, then goodbye."
S08E18,GEORGE,??? sir.
S08E18,STEINBRENNER,Well what do you want instead?
S08E18,JERRY,What?
S08E18,STEINBRENNER,"Well, you're the terrorist. You're going to want something."
S08E18,JERRY,I guess it would be nice if you called all the ticket holders if the game was going to be rained out.
S08E18,STEINBRENNER,"All right George, you can handle that."
S08E18,STEINBRENNER,Costanza what the hell are you doing?
S08E18,GEORGE,You have to stand tough sir. That's why I had to hang up the phone.
S08E18,STEINBRENNER,"You know what I'm going to do? I'm going to run around the stadium and close all the windows. That's where I'm going, pal. And I'll tell you something else. I'm very nervous."
S08E18,ELAINE,Gotta get some of that stuffed crust pizza. cheese crust pizza.
S08E18,HAL,It's just more cheese.
S08E18,ELAINE,I'll tell you something. It'll be years before they find places to hide more cheese on a pizza. Kramer!
S08E18,KRAMER,"Oh, hey,"
S08E18,ELAINE,"Oh, hi. This is Hal. Hal, this is Kramer. Kramer, Hal."
S08E18,KRAMER,"Hal, .. uh Langerhans."
S08E18,HAL,Kitzmiller.
S08E18,KRAMER,"Oh, Kitzmiller. That's right"
S08E18,ELAINE,You feeling jiff?
S08E18,KRAMER,"Oh, I'm jiff."
S08E18,HAL,That smell
S08E18,KRAMER,"Oh, listen I gotta get to the pier. The ferry traffic is really bad around four thirty. Look, I still got the key to your apartment and I'll get it back to you as soon as I can."
S08E18,ELAINE,"Oh, baby."
S08E18,GEORGE,Finished.
S08E18,HAL,Kramer? Can I talk to you a minute?
S08E18,KRAMER,"Yeah, sure, um, oh boy, . . ."
S08E18,HAL,Kitzmiller.
S08E18,KRAMER,That's it.
S08E18,HAL,You and Elaine are pretty close.
S08E18,KRAMER,"Oh, we go back a ways."
S08E18,HAL,"And you've, . . . how do I put this? You've been in her bed?"
S08E18,KRAMER,That's right.
S08E18,HAL,But this isn't still going on.
S08E18,KRAMER,"No, no. She put a stop to that."
S08E18,HAL,That's all I needed to know. So you actually swim in this thing?
S08E18,KRAMER,Oh yeah. Exercises every muscle in the body. It's great for the back.
S08E18,HAL,Great for the back. Right.
S08E18,KRAMER,Four hours in this chop and I'm a full inch taller. . . . Giddyup.
S08E18,STEINBRENNER,"""Heatbreaker, Brewbaker, "" Hey George, I remember that tune. George? George? Um, what's that ticking. Oh oh. Oh, oooh,wo wo wo wo . [runs out] fire in the hole!"
S08E18,ELAINE,"I wouldn't believe the Lumbar Yard wouldn't pick this up. Ug, oh, okay, . . ."
S08E18,CONRAD,You want it back the way it was?
S08E18,JERRY,"Yeah, that's right."
S08E18,CONRAD,"You know I don't get you Seinfeld. You want something one day. The next day you don't like it. Come on man, make a decision."
S08E18,JERRY,One second. Hello.
S08E18,ELAINE,Jerry you gotta help me. I threw my back out.
S08E18,JERRY,Just lie down.
S08E18,ELAINE,I am lying down. I am trapped under a funky mattress. I gotta go get a doctor or at least come over and roll this thing off of me.
S08E18,JERRY,"All right. I'll be right there., Conrad I gotta go."
S08E18,CONRAD,"Stay, go whatever."
S08E18,HAL,"Hey, Kramer."
S08E18,KRAMER,What's going on?
S08E18,HAL,I told my Chiropractor how swimming in the river made my back heal. He recommended it to all his patients.
S08E18,OLD MAN,Step aside.
S08E18,KRAMER,He just sunk like a stone.
S08E18,GEORGE,"Sir, I'm sure it's not a police matter."
S08E18,STEINBRENNER,Don't be so sure George. Mess with them and they're messing with you. All right boys send it in
S08E18,STEINBRENNER,"What's that figure ahead? Is that anything? Okay, let's check the desk. That's where I heard the ticking. Search each one of those drawers starting with the top one. So, empty calories and male curiosity, eh, Georgie?"
S08E18,BOMB COP,Looks like there's more compartments underneath.
S08E18,STEINBRENNER,"Compartments underneath, that's probably where it is. Okay boys, let 'er rip. I'll tell you what George. Starting tomorrow no more desks. Just Lucite tables and four leSTEINBRENNER."
S08E18,KRAMER,"Hey, watch where you're kicking!"
S08E18,ELAINE,Kramer.
S08E18,KRAMER,Elaine
S08E18,ELAINE,"I can't believe it. Hey, I'll meet you at the coffee shop."
S08E18,KRAMER,Yeah.
S08E18,ELAINE,Yeah.
S08E18,GEORGE,"Hi Connie, Jerry around?"
S08E18,CONRAD,"No, and I prefer ""Conrad"". So I heard what happened to the desk."
S08E18,GEORGE,There was something so reassuring about that cozy little space.
S08E18,CONRAD,"Yeah, well, whatever. See ya'"
S08E18,JERRY,"Ah, back to normal. Not bad for four thousand bucks. . . . I can't believe I got the Low Fat!"
S08E19,GEORGE,"So, Marcy, you should've seen me in the hot tub yoday."
S08E19,MARCY,Why?
S08E19,GEORGE,I was naked.
S08E19,MARCY,"Oh, George."
S08E19,JERRY,I saw it.
S08E19,MARCY,How'd he look?
S08E19,JERRY,Okay. I wouldn't see it again.
S08E19,MARCY,"You know, a friend of mine thought she got Legonare's disease in the hot tub."
S08E19,GEORGE,Really? What happened?
S08E19,MARCY,"Oh, yada yada yada, just some bad egg salad. I'll be right back. (She gets up)"
S08E19,JERRY,"I noticed she's big on the phrase ""yada yada."""
S08E19,GEORGE,"Is ""yada yada"" bad?"
S08E19,JERRY,"No, ""yada yada"" is good. She's very succinct."
S08E19,GEORGE,She is succinct.
S08E19,JERRY,"Yeah, it's like you're dating USA Today. (Tim the dentist enters Monk's)"
S08E19,GEORGE,Hey.
S08E19,JERRY,"Hey, George, you know Tim Whatley."
S08E19,GEORGE,"Yeah, dentist of the stars."
S08E19,JERRY,What's up?
S08E19,TIM,I'll tell you what's up. I'm a Jew.
S08E19,JERRY,Excuse me?
S08E19,TIM,I'm a Jew. I finished converting two days ago.
S08E19,JERRY,Well... (Thinking of something to say) Welcome aboard.
S08E19,TIM,Thanks.
S08E19,GEORGE,"Hey, where you just at the health club?"
S08E19,TIM,"Oh, well, I didn't do much. I just sat in the sauna. You know, it was more like a Jewish workout. I'll see ya. (Jerry and George give confused looks)"
S08E19,JERRY,"Elaine, the guy's Jewish two days, he's already making Jewish jokes."
S08E19,ELAINE,"So what? When someone turns twenty-one, they usually get drunk the first night."
S08E19,JERRY,Booze is not a religion.
